libelle;libelle_complet;mot_directeur;voie_tenante;voie_aboutissante;commune;code_insee;sti;rivoli
PL DES MARRONNIERS;Place des Marronniers;MARRONNIERS;;;BLAGNAC;31069;310690000247;3100690668A
ALL DU MONT BLANC;Allée du Mont-Blanc;BLANC;;;COLOMIERS;31149;311490000296;3101490825Y
RUE DU LYS;Rue du Lys;LYS;;;TOULOUSE;31555;315554246412;3105555480T
RUE AUGUSTE RENOIR;Rue Auguste Renoir;RENOIR;;;TOURNEFEUILLE;31557;315570000380;3105570785F
AV DES HERBETTES;Avenue des Herbettes;HERBETTES;;;TOULOUSE;31555;315558413929;3105554211N
IMP DE ROUDETTE;Impasse de Roudette;ROUDETTE;;;UNION;31561;315610000245;3105610686F
AV JEAN DAGNAUX;Avenue Jean Dagnaux;DAGNAUX;;;TOULOUSE;31555;315552105617;3105554558R
ALL DES ROSIERS;Allée Des Rosiers;ROSIERS;;;MONTRABE;31389;313890000083;3103890325L
RUE DE ZURICH;Rue de Zurich;ZURICH;;;TOULOUSE;31555;315557353637;3105558985C
RUE ETIENNE VENTENAT;Rue Etienne Ventenat;VENTENAT;;;BALMA;31044;310440000307;3100440327N
IMP DU LATCHE;Impasse du Latché;LATCHE;;;BEAUZELLE;31056;310560000056;3100560080T
PL DU VERDON;Place du Verdon;VERDON;;;COLOMIERS;31149;311490000471;3101491345N
RUE DE LA PETITE VITESSE;Rue de la Petite Vitesse;VITESSE;;;TOULOUSE;31555;315557294453;3105556792U
VA VA000041;Voie Anonyme Numéro 000041;;;;PIBRAC;31417;31417A000041;
VA VA000009;Voie anomyme numéro 000009;;;;ST-ORENS-DE-GAMEVILLE;31506;31506A000009;
VA VA000078;Voie Anonyme Numéro 000078;;;;BLAGNAC;31069;31069A000078;
ALL DU SIDOBRE;Allée du Sidobre;SIDOBRE;;;COLOMIERS;31149;311490000429;3101491190V
RUE JEANNE DE SEGLA;Rue Jeanne de Segla;SEGLA;;;TOULOUSE;31555;315558446546;3105554682A
PL GUILHEM MOLINIER;Place Guilhem Molinier;MOLINIER;;;TOULOUSE;31555;315558379649;3105554037Z
RTE DE SAINT SIMON;Route de Saint Simon;SIMON;;;TOULOUSE;31555;315556406418;3105557988U
RUE D APOLLO;Rue d'Apollo;APOLLO;;;UNION;31561;315610000014;3105610033W
AV DE RANGUEIL;Avenue de Rangueil;RANGUEIL;;;TOULOUSE;31555;315555728001;3105557268L
CHE D AZAS;Chemin d'Azas;AZAS;;;MONDONVILLE;31351;313510000007;3103510051D
RUE DU COL DE MARMARE;Rue du Col de Marmare;MARMARE;;;UNION;31561;315610000155;3105610160J
RUE DES ARES;Rue des Ares;ARES;;;UNION;31561;315610000019;3105610040D
ALL DU MONT VALLIER;Allée Du Mont Vallier;VALLIER;;;AIGREFEUILLE;31003;310030000022;3100030300M
RPT DE L OLIVIER;Ront-point de l'Olivier;OLIVIER;;;COLOMIERS;31149;311490000500;310149
VA VA000038;Voie Anonyme Numéro 000038;;;;AUSSONNE;31032;31032A000038;
RUE DES GENETS;Rue des Genets;GENETS;;;TOULOUSE;31555;315553164858;3105553824T
IMP SANCAS;Impasse Sanças;SANCAS;;;MONTRABE;31389;313890000038;3103890359Y
AV RAYMOND POINCARE;Avenue Raymond Poincaré;POINCARE;;;BALMA;31044;310440000212;3100440737J
CHE DE TURLU;Chemin de Turlu;TURLU;;;TOULOUSE;31555;315557020805;3105558656V
RUE DES CHEVREUILS;Rue des Chevreuils;CHEVREUILS;;;CUGNAUX;31157;311570000069;3101570175G
RUE DE LAVOISIER;Rue de Lavoisier;LAVOISIER;;;BLAGNAC;31069;310690000226;3100690585K
RUE DU PARC;Rue du Parc;PARC;;;ST-ORENS-DE-GAMEVILLE;31506;315060000144;3105060960T
RUE DE MAULEON;Rue de Mauléon;MAULEON;;;UNION;31561;315610000158;3105610385D
RUE FRANCISQUE SARCEY;Rue Francisque Sarcey;SARCEY;;;TOULOUSE;31555;315556492832;3105553472K
RUE D ORLEANS;Rue d'Orléans;ORLEANS;;;TOULOUSE;31555;315555068805;3105556416K
ALL DES FRERES HIGOUNENG;Allée des Frères Higouneng;HIGOUNENG;;;TOURNEFEUILLE;31557;315570000225;3105571742W
CHE DE LAVALETTE;Chemin de Lavalette;LAVALETTE;;;MONS;31355;313550000060;310355
RUE DU ROUERGUE;Rue du Rouergue;ROUERGUE;;;TOULOUSE;31555;315556057609;3105557656H
RUE DE SAINT JEAN PIED DE PORT;Rue de Saint-Jean Pied de Port;PORT;;;UNION;31561;315610000224;3105610700W
CHEM DES GENTIANES;Cheminement des Gentianes;GENTIANES;;;TOULOUSE;31555;315558382516;3105553835E
RUE GEORGES COURTELINE;Rue Georges Courteline;COURTELINE;;;TOULOUSE;31555;315558391851;3105553850W
RUE RENE NELLI;Rue René Nelli;NELLI;;;TOULOUSE;31555;315558414735;3105557410R
RUE JASMIN;Rue Jasmin;JASMIN;;;BALMA;31044;310440000130;3100440463L
RUE ALPHONSE DAUDET;Rue Alphonse Daudet;DAUDET;;;BLAGNAC;31069;310690000128;3100690040T
RUE MAX FISCHL;Rue Max Fischl;FISCHL;;;TOULOUSE;31555;315559000100;3105555830Y
RUE DE LORRAINE;Rue de Lorraine;LORRAINE;;;BLAGNAC;31069;310690000235;3100690643Y
ALL DE LA JARRE;Allée de la Jarre;JARRE;;;CASTELGINEST;31116;311160000093;3101160530W
RUE DE GUYENNE;Rue De Guyenne;GUYENNE;;;ST-JEAN;31488;314880000053;3104880320A
RUE DU CIMETIERE ST SIMON;Rue du Cimetière Saint Simon;SIMON;;;TOULOUSE;31555;315551763205;3105552056W
RUE DE CAMBO;Rue de Cambo;CAMBO;;;UNION;31561;315610000058;3105610095N
VA VA000095;Voie Anonyme Numéro 000095;;;;BLAGNAC;31069;31069A000095;
CHE DU BARIC;Chemin du Baric;BARIC;;;AIGREFEUILLE;31003;310030000023;3100030010X
RUE DE L EGLISE;Rue De L'église;EGLISE;;;LESPINASSE;31293;312930000054;3102930056L
ALL DE GUERANDE;Allée de Guérande;GUERANDE;;;COLOMIERS;31149;311490000215;3101490729U
IMP DES ARGOULETS;Impasse des Argoulets;ARGOULETS;;;TOULOUSE;31555;315558410144;3105550455F
CHE DES SEVENNES;Chemin des Sévennes;SEVENNES;;;COLOMIERS;31149;311490000424;3101491180J
AV DU BOIS;Avenue Du Bois;BOIS;;;ST-JEAN;31488;314880000147;3104880080P
IMP DE CAPOULET;Impasse de Capoulet;CAPOULET;;;TOULOUSE;31555;315558374701;3105551679L
RPT DU SERMENT DE KOUFRA;Rond-point du Serment de Koufra;KOUFRA;;;CUGNAUX;31157;311570000260;3101570656E
PL DU REVARD;Place du Revard;REVARD;;;COLOMIERS;31149;311490000391;3101491071R
RUE JEAN ASTRUC;Rue Jean Astruc;ASTRUC;;;CASTELGINEST;31116;311160000008;3101160539F
PETITE ALLEE DU CARLITE;Petite Allée du Carlite;CARLITE;;;COLOMIERS;31149;311490000097;3101490298A
IMP DU PIC DES 3 SEIGNEURS;Impasse du Pic des Trois Seigneurs;SEIGNEURS;;;TOULOUSE;31555;315558387301;3105556846C
RUE PAUL DUPIN;Rue Paul Dupin;DUPIN;;;TOULOUSE;31555;315552467230;3105556612Y
IMP BOURROUIL;Impasse Bourrouil;BOURROUIL;;;VILLENEUVE-TOLOSANE;31588;315880000022;3105880130J
RUE SULLY;Rue Sully;SULLY;;;TOULOUSE;31555;315556726446;3105558340B
IMP DE MONACO;Impasse de Monaco;MONACO;;;TOULOUSE;31555;315554704009;3105556000H
RUE AIME CESAIRE;Rue Aimé Césaire;CESAIRE;;;LAUNAGUET;31282;312820000140;3102820011K
ALL DE GUILVINEC;Allée de Guilvinec;GUILVINEC;;;COLOMIERS;31149;311490000216;3101490721K
RUE DE BAGNOLS;Rue De Bagnols;BAGNOLS;;;SAINT-JORY;31490;314900000078;3104900009D
IMP RENE MOUCHOTTE;Impasse René Mouchotte;MOUCHOTTE;;;TOULOUSE;31555;315558411358;3105557409P
RUE AUBER;Rue Auber;AUBER;;;TOULOUSE;31555;315550345646;3105550600N
AV ESTIENNE D ORVES;Avenue Estienne d'Orves;ORVES;;;TOULOUSE;31555;315555081609;3105553090V
VA VA000022;Voie Anonyme Numéro 000022;;;;UNION;31561;31561A000022;
CHE DE L ARMEE;Chemin de l'Armée;ARMEE;;;UNION;31561;315610000024;3105610044H
RUE ANDRE VILLET;Rue André Villet;VILLET;;;TOULOUSE;31555;315558357714;3105550330V
CHE HENRI BESSEMER;Chemin Henri Bessemer;BESSEMER;;;TOULOUSE;31555;315550841604;3105554128Y
PL MARIUS PINEL;Place Marius Pinel;PINEL;;;TOULOUSE;31555;315555408034;3105555696C
ALL MARC SAINT SAENS;Allée Marc Saint Saëns;SAENS;;;TOULOUSE;31555;315558370212;3105555591N
RUE DU CANALET;Rue du Canalet;CANALET;;;VILLENEUVE-TOLOSANE;31588;315880000032;3105880168A
RUE D ARBASSAN;Rue d'Arbassan;ARBASSAN;;;BALMA;31044;310440000014;3100440055T
ALL DU CAGIRE;Allée du Cagire;CAGIRE;;;COLOMIERS;31149;311490000086;3101490282H
RUE DU MARECHAL BERNADOTTE;Rue du Maréchal Bernadotte;BERNADOTTE;;;BALMA;31044;310440000036;3100440575H
RUE JULES VEDRINES;Rue Jules Védrines;VEDRINES;;;TOURNEFEUILLE;31557;315570000441;3105572305H
RUE DE COLLIOURE;Rue de Collioure;COLLIOURE;;;UNION;31561;315610000079;3105610157F
RUE D ARLES;Rue d'Arles;ARLES;;;TOULOUSE;31555;315550268812;3105550480H
RUE DES FRENES;Rue des Frênes;FRENES;;;VILLENEUVE-TOLOSANE;31588;315880000076;3105880440W
RUE DES CORMIERS;Rue des Cormiers;CORMIERS;;;TOULOUSE;31555;315558371222;3105552303P
PL HELENE BOUCHER;Place Hélène Boucher;BOUCHER;;;QUINT;31445;314450000143;3104450158L
ALL DE RONCEVAUX;Allée de Roncevaux;RONCEVAUX;;;UNION;31561;315610000240;3105610670N
RUE CLAUDE CORNAC;Rue Claude Cornac;CORNAC;;;LAUNAGUET;31282;312820000038;3102820087T
RUE JEAN MOULIN;Rue Jean Moulin;MOULIN;;;ST-JEAN;31488;314880000079;3104880358S
RUE DES CIGALES;Rue des Cigales;CIGALES;;;TOULOUSE;31555;315551750401;3105552040D
PARC DE XERACO;Parc de Xeraco;XERACO;;;BRUGUIERES;31091;310910000130;310091A099F
RUE SAINT LOUIS DU SENEGAL;Rue Saint-Louis du Sénégal;SENEGAL;;;TOULOUSE;31555;315559000219;3105557893R
ALL DE L ESTEREL;Allée de l'Esterel;ESTEREL;;;COLOMIERS;31149;311490000171;3101490512H
IMP PAUL ELUARD;Impasse Paul Éluard;ELUARD;;;CORNEBARRIEU;31150;311500000053;3101500150K
RUE RENE DESCARTES;Rue René Descartes;DESCARTES;;;ST-JEAN;31488;314880000190;3104880644C
PL DU PIGEONNIER;Place du Pigeonnier;PIGEONNIER;;;BRAX;31088;310880000043;3100880189X
IMP EDMOND PIETTE;Impasse Edmond Piette;PIETTE;;;VILLENEUVE-TOLOSANE;31588;315880000140;3105880344S
RUE ANTOINE PUGET;Rue Antoine Puget;PUGET;;;TOULOUSE;31555;315555632017;3105550384D
CHE DE PIAILLES;Chemin de Piailles;PIAILLES;;;ST-ORENS-DE-GAMEVILLE;31506;315060000150;3105061010X
RUE DELACROIX;Rue Delacroix;DELACROIX;;;TOULOUSE;31555;315552198428;3105552560U
PL SIMON MONTARIOL;Place Simon Montariol;MONTARIOL;;;FONBEAUZARD;31186;311860000040;3101860133K
IMP EDMOND AUDRAN;Impasse Edmond Audran;AUDRAN;;;TOULOUSE;31555;315558377119;3105552875L
AV JEAN MOULIN;Avenue Jean Moulin;MOULIN;;;TOULOUSE;31555;315554809634;3105554616D
IMP DE CARBOUNEL;Impasse de Carbounel;CARBOUNEL;;;AUSSONNE;31032;310320000019;3100320032V
CLOS DU GARDON;Clos du Gardon;GARDON;;;TOURNEFEUILLE;31557;315570000188;3105571780M
RUE DES TILLEULS;Rue des Tilleuls;TILLEULS;;;VILLENEUVE-TOLOSANE;31588;315880000176;3105880840F
RPT JEROME PUGENS;Rond-point Jérôme Pugens;PUGENS;;;TOULOUSE;31555;315558444016;3105554687F
RUE DOMINIQUE INGRES;Rue Dominique Ingres;INGRES;;;BLAGNAC;31069;310690000213;3100690275Y
IMP DESIRE PAYEN;Impasse Désiré Payen;PAYEN;;;AUCAMVILLE;31022;310220000123;3100220110Y
RUE DE LA BOULE;Rue de la Boule;BOULE;;;TOULOUSE;31555;315551065648;3105551320W
RUE JACQUES LAFFITTE;Rue Jacques Laffitte;LAFFITTE;;;TOULOUSE;31555;315553769604;3105554422T
RUE MAURICE BECANNE;Rue Maurice Bécanne;BECANNE;;;TOULOUSE;31555;315550700801;3105555792G
RUE DES ILES;Rue des Iles;ILES;;;TOULOUSE;31555;315553504026;3105554300K
RUE JOHANNES KEPLER;Rue Johannes Kepler;KEPLER;;;BLAGNAC;31069;310690000217;3100690548V
RUE JOAN MIRO;Rue Joan Miro;MIRO;;;BLAGNAC;31069;310690000259;3100690531B
RUE DE FLEURY;Rue de Fleury;FLEURY;;;TOULOUSE;31555;315552838423;3105553344W
VA VA000038;Voie Anonyme Numéro 000038;;;;UNION;31561;31561A000038;
PL DES FAONS;Place des Faons;FAONS;;;TOULOUSE;31555;315558428243;3105553197L
RUE DE L ESCALE;Rue de l'Escale;ESCALE;;;BLAGNAC;31069;310690000156;3100690310L
RUE DE GASCOGNE;Rue de Gascogne;GASCOGNE;;;CORNEBARRIEU;31150;311500000064;3101500062P
SQ DES ORMEAUX;Square des Ormeaux;ORMEAUX;;;PIBRAC;31417;314170000135;3104170327S
RUE DES FRERES BOUDE;Rue des Frères Boude;BOUDE;;;TOULOUSE;31555;315558356051;3105553602B
BD PIERRE PAUL RIQUET;Boulevard Pierre-Paul Riquet;RIQUET;;;TOULOUSE;31555;315555916806;3105557488A
AV JULES VERNE;Avenue Jules Verne;VERNE;;;BLAGNAC;31069;310690000422;3100690558F
ALL DES ORIENTALES;Allée des Orientales;ORIENTALES;;;COLOMIERS;31149;311490000330;3101490918Z
RUE LANCEFOC;Rue Lancefoc;LANCEFOC;;;TOULOUSE;31555;315553833634;3105554988H
RUE DE LA RESIDENCE JEAN VILAR;Rue de la Résidence Jean Vilar;VILAR;;;FENOUILLET;31182;311820000110;310182
RUE DE PASSERIVE;Rue de Passerive;PASSERIVE;;;TOURNEFEUILLE;31557;315570000342;3105572890U
RUE DES PERDRIX;Rue des Perdrix;PERDRIX;;;BLAGNAC;31069;310690000317;3100690765F
RUE DE L ESCADRILLE LAFAYETTE;Rue de l'Escadrille Lafayette;LAFAYETTE;;;BLAGNAC;31069;310690000219;3100690309K
RPT DU CDT COUSTEAU;Rond-point du Commandant Cousteau;COUSTEAU;;;TOULOUSE;31555;315558438629;3105552230K
VA VA000015;Voie Anonyme Numéro 000015;;;;TOURNEFEUILLE;31557;31557A000015;
ALL DU LAUTARET;Allée du Lautaret;LAUTARET;;;COLOMIERS;31149;311490000243;3101490755X
IMP DU CLOS DE RISPET;Impasse du Clos de Rispet;RISPET;;;TOULOUSE;31555;315559000044;3105552151Z
RUE DES TILLEULS;Rue des Tilleuls;TILLEULS;;;FENOUILLET;31182;311820000108;3101820430A
IMP DU BOSC;Impasse du Bosc;BOSC;;;FENOUILLET;31182;311820000015;3101820059X
ALL DES BOUVREUILS;Allée des Bouvreuils;BOUVREUILS;;;ST-ORENS-DE-GAMEVILLE;31506;315060000030;3105060480W
CHE DES PIERRES;Chemin Des Pierres;PIERRES;;;BRUGUIERES;31091;310910000090;3100910182B
RPT MARCELLE RUMEAU;Rond-point Marcelle Rumeau;RUMEAU;;;TOULOUSE;31555;315559000120;3105555629E
IMP DU PR JOSEPH ANGLADE;Impasse du Professeur Joseph Anglade;ANGLADE;;;TOULOUSE;31555;315558365733;3105550349R
PL GENEVIEVE ANTHONIOZ DE GAULLE;Place Genevieve Anthonioz de Gaulle;GAULLE;;;TOULOUSE;31555;315558452035;3105550362E
IMP FLANDRE DUNKERQUE;Impasse Flandre Dunkerque;DUNKERQUE;;;CUGNAUX;31157;311570000089;3101570284A
AV DE LA COLONNE;Avenue de la Colonne;COLONNE;;;TOULOUSE;31555;315551878400;3105552212R
RUE BERNARD LASSERRE;Rue Bernard Lasserre;LASSERRE;;;TOULOUSE;31555;315553939249;3105551076F
IMP DE RONCEVAUX;Impasse de Roncevaux;RONCEVAUX;;;UNION;31561;315610000241;3105610675U
RUE BAUDELAIRE;Rue Baudelaire;BAUDELAIRE;;;BRUGUIERES;31091;310910000017;3100910028J
ESPA DES IRIS;Espace Des Iris;IRIS;;;SAINT-JORY;31490;314900000042;310490A020K
IMP DES LILAS;Impasse Des Lilas;LILAS;;;FLOURENS;31184;311840000053;3101840180V
VA VA000024;Voie Anonyme Numéro 000024;;;;LAUNAGUET;31282;31282A000024;
CHE DE PANEDAUTES;Chemin de Panedautès;PANEDAUTES;;;MONDONVILLE;31351;313510000056;3103510031G
CHEM MAXIME LACONDE;Cheminement Maxime Laconde;LACONDE;;;BLAGNAC;31069;310690000473;3100690679M
IMP JACQUES MARITAIN;Impasse Jacques Maritain;MARITAIN;;;TOULOUSE;31555;315558433130;3105554425W
RUE LAURENT CHAFFIN;Rue Laurent Chaffin;CHAFFIN;;;TOULOUSE;31555;315558421030;3105555101F
RUE DE LA BEAUTE;Rue de la Beauté;BEAUTE;;;GAGNAC-SUR-GARONNE;31205;312050000007;3102050010U
RUE DE LASPIACERES;Rue de Laspiacères;LASPIACERES;;;BRAX;31088;310880000027;3100880196E
PAS MERCURE;Passage Mercure;MERCURE;;;BEAUZELLE;31056;310560000066;3100560089C
ALL DU POITOU;Allée du Poitou;POITOU;;;COLOMIERS;31149;311490000360;3101491022M
RTE DE LAUNAGUET;Route de Launaguet;LAUNAGUET;;;UNION;31561;315610000173;3105610341F
CHE DE VIGNOU;Chemin de Vignou;VIGNOU;;;CORNEBARRIEU;31150;311500000145;3101500220L
CHE DU PARC;Chemin Du Parc;PARC;;;SAINT-JORY;31490;314900000039;3104900148E
IMP MARIE CURIE;Impasse Marie Curie;CURIE;;;TOULOUSE;31555;315558386148;3105555681L
IMP DES GARENNES;Impasse des Garennes;GARENNES;;;DREMIL-LAFAGE;31163;311630000081;3101630133K
RUE DE NICE;Rue de Nice;NICE;;;TOULOUSE;31555;315554934460;3105556261S
IMP JEAN DELON;Impasse Jean Delon;DELON;;;CASTELGINEST;31116;311160000059;3101160565J
RUE DES CERISIERS;Rue des Cerisiers;CERISIERS;;;BEAUZELLE;31056;310560000019;3100560021D
RUE DES CHENES;Rue des Chênes;CHENES;;;BALMA;31044;310440000072;3100440252G
RTE D64;Route D64;D64;;;FLOURENS;31184;311840000071;310184
IMP THEODORE LENOTRE;Impasse Théodore Lenotre;LENOTRE;;;TOULOUSE;31555;315554038059;3105558458E
RUE LUCIEN SERVANTY;Rue Lucien Servanty;SERVANTY;;;TOULOUSE;31555;315558408226;3105555462Y
BD DE L EUROPE;Boulevard de l'Europe;EUROPE;;;COLOMIERS;31149;311490000172;3101490366Z
ALL PHILIPPE ARIES;Allée Philippe Aries;ARIES;;;TOULOUSE;31555;315558430916;3105556839V
IMP DES MESANGES;Impasse des Mésanges;MESANGES;;;UNION;31561;315610000163;3105610395P
RUE DE CHEVERNY;Rue de Cheverny;CHEVERNY;;;TOURNEFEUILLE;31557;315570000118;3105571305W
CHE DE LA BUTTE;Chemin de la Butte;BUTTE;;;COLOMIERS;31149;311490000084;3101490278D
RTE DU CHAPITRE;Route du Chapitre;CHAPITRE;;;BALMA;31044;310440000069;3100440272D
RUE DE LABOURDETTE;Rue de Labourdette;LABOURDETTE;;;GRATENTOUR;31230;312300000003;3102300176R
IMP LUCHET;Impasse Luchet;LUCHET;;;TOULOUSE;31555;315554224028;3105555436V
CHE DU PORT;Chemin Du Port;PORT;;;SAINT-JORY;31490;314900000054;310490
RUE SAINT MICHEL DU TOUCH;Rue Saint-Michel du Touch;TOUCH;;;BLAGNAC;31069;310690000400;3100690970D
IMP DES CYPRES;Impasse des Cyprés;CYPRES;;;FLOURENS;31184;311840000084;3101840078J
PONT DE BLAGNAC;Pont de Blagnac;BLAGNAC;;;BLAGNAC;31069;310690000054;310069
AV LARRIEU THIBAUD;Avenue Larrieu Thibaud;THIBAUD;;;TOULOUSE;31555;315558434650;3105555062N
RUE DU GALIBIER;Rue du Galibier;GALIBIER;;;TOULOUSE;31555;315553043256;3105553680L
CHE DU CHENE VERT;Chemin Du Chêne Vert;VERT;;;FLOURENS;31184;311840000046;3101840063T
IMP DU COUSTOU;Impasse du Coustou;COUSTOU;;;ST-ORENS-DE-GAMEVILLE;31506;315060000057;3105060613R
PL DE CANNES;Place de Cannes;CANNES;;;UNION;31561;315610000062;3105610109D
RUE DU ONZE NOVEMBRE 1918;Rue du Onze Novembre 1918;NOVEMBRE;;;BEAUZELLE;31056;310560000001;3100560149T
IMP CLAUDE CORNAC;Impasse Claude Cornac;CORNAC;;;LAUNAGUET;31282;312820000037;3102820088U
VA VA000001;Voie Anonyme Numéro 000001;;;;PIN-BALMA;31418;31418A000001;
RUE DES FRENES;Rue des Frênes;FRENES;;;TOULOUSE;31555;315552985633;3105553600Z
RUE DU GRAZIDOU;Rue du Grazidou;GRAZIDOU;;;CASTELGINEST;31116;311160000091;3101160520K
IMP DE GINESTOUS;Impasse de Ginestous;GINESTOUS;;;TOULOUSE;31555;315553203209;3105553900A
PL JEAN LOUIS BAZERQUE;Place Jean-Louis Bazerque;BAZERQUE;;;AUCAMVILLE;31022;310220000022;3100220166J
RUE DES PUITS CLOS;Rue des Puits Clos;CLOS;;;TOULOUSE;31555;315555635251;3105557180R
IMP DE LA GARONNE;Impasse de la Garonne;GARONNE;;;BEAUZELLE;31056;310560000042;3100560050K
RUE EUGENE LABICHE;Rue Eugène Labiche;LABICHE;;;TOULOUSE;31555;315553734416;3105553140Z
RUE LUCIEN CASSAGNE;Rue Lucien Cassagne;CASSAGNE;;;TOULOUSE;31555;315551484833;3105555448H
ALL DE PORNICHET;Allée de Pornichet;PORNICHET;;;COLOMIERS;31149;311490000365;3101491027T
PROM DU DR ALBERT SALLET;Promenade du Docteur Albert Sallet;SALLET;;;TOULOUSE;31555;315558439537;3105552675U
ALL DE LIMAYRAC;Allée de Limayrac;LIMAYRAC;;;TOULOUSE;31555;315558429355;3105555273T
RTE DE FRONTON;Route de Fronton;FRONTON;;;FONBEAUZARD;31186;311860000063;3101860060F
RUE DU PROFESSEUR REY;Rue du Professeur Rey;REY;;;TOULOUSE;31555;315558367753;3105557159T
IMP DE LA BERGERIE;Impasse de la Bergerie;BERGERIE;;;TOURNEFEUILLE;31557;315570000046;3105570834J
VA VA000292;Voie anomyme numéro 000292;;;;COLOMIERS;31149;31149A000292;
RUE DES PENICHES;Rue des Péniches;PENICHES;;;SAINT-JORY;31490;314900000104;3104900149F
RUE DE CASTANET;Rue de Castanet;CASTANET;;;TOULOUSE;31555;315551497637;3105551756V
IMP DU VIREVENT;Impasse du Virevent;VIREVENT;;;CASTELGINEST;31116;311160000196;3101161170S
CHE DE BEAUREGARD;Chemin de Beauregard;BEAUREGARD;;;PIBRAC;31417;314170000024;3104170031V
CHE DE CAPDEJOUAN NORD;Chemin de Capdejouan Nord;NORD;;;BRUGUIERES;31091;310910000146;310091B009V
SQ DE L ECUREUIL;Square de l'Écureuil;ECUREUIL;;;PIBRAC;31417;314170000080;3104170103Y
RUE DU 19 MARS 1962;Rue du 19 Mars 1962;MARS;;;ST-JEAN;31488;314880000150;3104880195P
CHE DE BIGOULES;Chemin De Bigoulès;BIGOULES;;;BRUGUIERES;31091;310910000013;3100910029K
CHE DE LA TERRASSE;Chemin De La Terrasse;TERRASSE;;;DREMIL-LAFAGE;31163;311630000005;3101630318L
RUE DE LA CLAIRIERE;Rue de la Clairière;CLAIRIERE;;;BALMA;31044;310440000074;3100440259P
ALL EDOUARD BRANLY;Allée Edouard Branly;BRANLY;;;TOULOUSE;31555;315551152052;3105552896J
CHE VEGA;Chemin Vega;VEGA;;;LAUNAGUET;31282;312820000115;3102820253Y
RUE GEORGES BRASSENS;Rue Georges Brassens;BRASSENS;;;TOULOUSE;31555;315558414939;3105553838H
ALL DE L OISANS;Allée de l'Oisans;OISANS;;;COLOMIERS;31149;311490000324;3101490902G
ALL DE L ARGONNE;Allée de l'Argonne;ARGONNE;;;COLOMIERS;31149;311490000023;3101490048D
PL DES CATALPAS;Place des Catalpas;CATALPAS;;;GAGNAC-SUR-GARONNE;31205;312050000013;3102050030R
BD LASCROSSES;Boulevard Lascrosses;LASCROSSES;;;TOULOUSE;31555;315553929618;3105555080H
RUE ANDRE ETCHEVERLEPO;Rue André Etcheverlepo;ETCHEVERLEPO;;;TOULOUSE;31555;315558433946;3105550305T
RUE DEODAT DE SEVERAC;Rue Déodat de Séverac;SEVERAC;;;ST-ALBAN;31467;314670000132;3104670101D
IMP DU RUISSEAU;Impasse du Ruisseau;RUISSEAU;;;BEAUZELLE;31056;310560000099;3100560150U
RUE DE L OBELISQUE;Rue de l'Obélisque;OBELISQUE;;;TOULOUSE;31555;315555014406;3105556344G
AV HENRI MARTIN;Avenue Henri Martin;MARTIN;;;COLOMIERS;31149;311490000278;3101490726R
ALL DU BOUSQUET;Allée du Bousquet;BOUSQUET;;;COLOMIERS;31149;311490000074;3101490265P
AV DE LAGARDE;Avenue de Lagarde;LAGARDE;;;BALMA;31044;310440000137;3100440502D
VA VA008228;Voie Anonyme Numéro 008228;;;;TOULOUSE;31555;31555A008228;310555
RUE DES NOISETIERS;Rue des Noisetiers;NOISETIERS;;;TOURNEFEUILLE;31557;315570000319;3105572780Z
RUE JOSEPH JACQUARD;Rue Joseph Jacquard;JACQUARD;;;TOULOUSE;31555;315553580809;3105554756F
CHE DES TRUGUETES;Chemin Des Truguetes;TRUGUETES;;;SAINT-JORY;31490;314900000003;3104900208V
RUE TRAVERSIERE;Rue Traversière;TRAVERSIERE;;;SAINT-JORY;31490;314900000105;3104900001V
RUE SIROL;Rue Sirol;SIROL;;;TOULOUSE;31555;315556633635;3105558260P
CHE CASSAING;Chemin Cassaing;CASSAING;;;TOULOUSE;31555;315551488057;3105551744G
GIRATOIRE GEORGES BRASSENS;Giratoire Georges Brassens;BRASSENS;;;COLOMIERS;31149;311490000590;3101490694F
VA VA000005;Voie Anonyme Numéro 000005;;;;UNION;31561;31561A000005;
VA VA000054;Voie Anonyme Numéro 000054;;;;PIBRAC;31417;31417A000054;
IMP DU JURA;Impasse du Jura;JURA;;;TOULOUSE;31555;315553696055;3105554852K
RUE PIERRE JUPPONT;Rue Pierre Juppont;JUPPONT;;;TOULOUSE;31555;315553692831;3105556888Y
LOT CLOS DU PIN;Lotissement Clos du Pin;PIN;;;MONDONVILLE;31351;313510000090;310351A001U
RUE DE LA POSTE;Rue de la Poste;POSTE;;;CORNEBARRIEU;31150;311500000103;3101500157T
IMP DES PRADASSES;Impasse des Pradasses;PRADASSES;;;ST-ALBAN;31467;314670000107;3104670380G
 ITINERAIRE GRAND GABARIT;Itinéraire Grand Gabarit;GABARIT;;;MONDONVILLE;31351;313510000028;310351
RUE TREICH;Rue Treich;TREICH;;;TOULOUSE;31555;315556931218;3105558548C
IMP GEORGES BRASSENS;Impasse Georges Brassens;BRASSENS;;;GRATENTOUR;31230;312300000045;3102300109T
RPT EMILE BERTRAND;Rond-point Emile Bertrand;BERTRAND;;;TOULOUSE;31555;315559000112;3105552963G
RUE MICHEL MONTAGNE;Rue Michel Montagne;MONTAGNE;;;TOURNEFEUILLE;31557;315570000303;3105572720J
