libelle;libelle_complet;commune;code_insee;sti;rivoli;
VA VA000113;Voie Anonyme Numéro 000113;UNION;31561;31561A000113;;
IMP DES ARCS SAINT CYPRIEN;Impasse des Arcs Saint Cyprien;TOULOUSE;31555;315550240021;3105550432F;
IMP JACQUES PROVOST;Impasse Jacques Provost;TOULOUSE;31555;315558417357;3105554430B;
CHE DE VALADIER;Chemin De Valadier;DREMIL-LAFAGE;31163;311630000023;3101630340K;
VA VA008145;Voie Anonyme Numéro 008145;TOULOUSE;31555;31555A008145;310555;
RUE DES PRETRES;Rue des Prêtres;TOULOUSE;31555;315555600002;3105557124E;
RUE DE LA SOLIDARITE;Rue de la Solidarité;TOULOUSE;31555;315556649612;3105558276G;
IMP PIERRE BAYLE;Impasse Pierre Bayle;CUGNAUX;31157;311570000021;3101570556W;
RUE DU BOIS DU RAMIER;Rue du Bois du Ramier;FLOURENS;31184;311840000078;3101840035M;
RPT EUGENE CLAUDIUS PETIT;Rond-point Eugène Claudius Petit;TOULOUSE;31555;315558429906;3105553137W;
CHE DES COUPATS;Chemin Des Coupats;LESPINASSE;31293;312930000051;310293B014X;
RPT BUXTEHUDE;Rond-Point Buxtehude;BLAGNAC;31069;310690000080;310069X025K;
RUE JACQUES JEAN ESQUIE;Rue Jacques-Jean Esquie;TOULOUSE;31555;315558375405;3105554403X;
CHE ROQUES;Chemin Roques;TOULOUSE;31555;315556012851;3105557612K;
RUE DU MONT DORE;Rue du Mont Dore;TOULOUSE;31555;315554748838;3105556032T;
RUE SAINT ROME;Rue Saint Rome;TOULOUSE;31555;315556387207;3105557972B;
ALL DES BALAITOUS;Allée des Balaitous;COLOMIERS;31149;311490000046;3101490122J;
RUE D ASSALIT;Rue d'Assalit;TOULOUSE;31555;315550326435;3105550580S;
RPT DE LA TOUR;Rond-Point de la Tour;BLAGNAC;31069;310690000459;3100691061C;
RPT DE LA COLOMBE;Rond-point de la Colombe;COLOMIERS;31149;311490000519;310149;
RUE JOSEPH DE VILLELE;Rue Joseph de Villele;TOULOUSE;31555;315558417500;3105554777D;
RUE MARGUERITE YOURCENAR;Rue Marguerite Yourcenar;ST-JEAN;31488;314880000033;3104880429U;
PL DU LANGUEDOC;Place du Languedoc;QUINT;31445;314450000056;310445;
RUE DU MAS;Rue du Mas;ST-ORENS-DE-GAMEVILLE;31506;315060000113;3105060815K;
RUE PIERRE DE FERMAT;Rue Pierre de Fermat;CUGNAUX;31157;311570000094;3101570611F;
IMP JEAN CHAUBET;Impasse Jean Chaubet;TOULOUSE;31555;315558439027;3105554539V;
RUE DE NAPLES;Rue de Naples;TOULOUSE;31555;315554876837;3105556192S;
RUE FREDERIC BERAT;Rue Frédéric Berat;TOULOUSE;31555;315550787205;3105553568P;
IMP JOSEPH LE BRIX;Impasse Joseph Le Brix;BLAGNAC;31069;310690000076;3100690555C;
BD DES PENSEES;Boulevard Des Pensées;ST-JEAN;31488;314880000075;3104880540P;
IMP DE LA COLONNE;Impasse de la Colonne;TOULOUSE;31555;315551881634;3105552216V;
AV PIERRE G LATECOERE;Avenue Pierre-Georges Latécoère;TOULOUSE;31555;315551907242;3105556886W;
RUE DES VIOLETTES;Rue des Violettes;CASTELGINEST;31116;311160000208;3101161161G;
RPT MARCEL PETIT;Rond-point Marcel Petit;TOULOUSE;31555;315558430610;3105555626B;
RUE SAINTE CECILE;Rue Sainte Cécile;TOULOUSE;31555;315556156827;3105558024H;
RUE ARNAUD GOULARD;Rue Arnaud Goulard;LAUNAGUET;31282;312820000057;3102820027C;
ALL DES GRANDS CHENES;Allée des Grands Chênes;TOULOUSE;31555;315553305600;3105553992A;
RUE LEON GAMBETTA;Rue Léon Gambetta;TOULOUSE;31555;315553052836;3105553692Z;
IMP GASTON DOUMERGUE;Impasse Gaston Doumergue;TOURNEFEUILLE;31557;315570000157;3105571810V;
ALL DU BAC;Allée du Bac;GAGNAC-SUR-GARONNE;31205;312050000006;3102050009T;
IMP D AUSTERLITZ;Impasse d'Austerlitz;CUGNAUX;31157;311570000013;3101570023S;
CHE DE LAPPAROU;Chemin de Lapparou;TOULOUSE;31555;315553878453;3105555024X;
CHE D EN COUDERC;Chemin d'En Couderc;ST-ORENS-DE-GAMEVILLE;31506;315060000055;3105060595W;
CHE DES CAMINOLES;Chemin des Caminoles;SEILH;31541;315410000016;3105410045W;
PL LEOPOLD SEDAR SENGHOR;Place Léopold Sédar Senghor;TOURNEFEUILLE;31557;315570000407;3105572395F;
IMP DE LABOURDETTE;Impasse de Labourdette;GRATENTOUR;31230;312300000014;3102300175P;
IMP JOACHIM DU BELLAY;Impasse Joachim du Bellay;BLAGNAC;31069;310690000043;3100690549W;
BD DE LA MONTAGNE NOIRE;Boulevard de la Montagne Noire;QUINT;31445;314450000082;3104450220D;
RUE DE LA GARONNE;Rue de la Garonne;BEAUZELLE;31056;310560000041;3100560052M;
AV GEORGES POMPIDOU;Avenue Georges Pompidou;BALMA;31044;310440000213;3100440381X;
RUE DE METZ;Rue de Metz;TOULOUSE;31555;315554608025;3105555904D;
RUE SIRVEN;Rue Sirven;TOULOUSE;31555;315558344155;3105558262S;
VA VA000014;Voie Anonyme Numéro 000014;TOURNEFEUILLE;31557;31557A000014;;
PL COMMERCIALE;Place Commerciale;VILLENEUVE-TOLOSANE;31588;315880000050;3105880270L;
RUE DE LA REPUBLIQUE;Rue De La République;SAINT-JORY;31490;314900000066;3104900183T;
CHE DE LA SAUDRINE;Chemin de la Saudrine;GRATENTOUR;31230;312300000069;310230;
RUE BERANGER;Rue Béranger;TOULOUSE;31555;315550784032;3105551052E;
RUE ARTHUR RIMBAUD;Rue Arthur Rimbaud;CORNEBARRIEU;31150;311500000115;3101500017R;
RUE DES DAIMS;Rue des Daims;TOULOUSE;31555;315552112014;3105552456F;
IMP DU BENECH;Impasse du Benech;BALMA;31044;310440000032;3100440126V;
IMP DU POUSTHOMY;Impasse du Pousthomy;ST-ORENS-DE-GAMEVILLE;31506;315060000160;3105061022K;
RUE DU BEAU RIVAGE;Rue du Beau Rivage;BEAUZELLE;31056;310560000094;3100560012U;
PL DES CORDELIERS;Place Des Cordeliers;DREMIL-LAFAGE;31163;311630000027;3101630070S;
RUE HENRI FARMAN;Rue Henri Farman;TOULOUSE;31555;315552713658;3105554148V;
RUE JULIE DEMOUIS;Rue Julie Demouis;TOULOUSE;31555;315558446444;3105554835S;
IMP DES ECUREUILS;Impasse des Ecureuils;AUCAMVILLE;31022;310220000159;3100220123M;
RUE DE BORDEBASSE;Rue de Bordebasse;BLAGNAC;31069;310690000060;3100690139A;
RUE PIERRE SIMON LAPLACE;Rue Pierre Simon Laplace;COLOMIERS;31149;311490000238;3101491004T;
RUE SAINTE QUITTERIE;Rue Sainte Quitterie;MONS;31355;313550000055;3103550037W;
RUE DES CEVENNES;Rue des Cévennes;TOURNEFEUILLE;31557;315570000102;3105571190W;
VA VA000042;Voie Anonyme Numéro 000042;CORNEBARRIEU;31150;31150A000042;;
CHE DE BORDENEUVE;Chemin De Bordeneuve;LESPINASSE;31293;312930000076;3102930028F;
PL DE BELFORT;Place de Belfort;TOULOUSE;31555;315550726409;3105550996U;
RUE CHARLES GOUNOD;Rue Charles Gounod;VILLENEUVE-TOLOSANE;31588;315880000085;3105880480P;
RUE DES MESANGES;Rue des Mésanges;UNION;31561;315610000164;3105610400V;
IMP DES MONTS DE LA MARGERIDE;Impasse des Monts de la Margeride;UNION;31561;315610000154;3105610452B;
IMP DES DAMES BLANCHES;Impasse des Dames Blanches;ST-ALBAN;31467;314670000027;3104670098A;
IMP DE LA GLASSIERE;Impasse de la Glassière;CUGNAUX;31157;311570000108;3101570339K;
PL VINCENT AURIOL;Place Vincent Auriol;FENOUILLET;31182;311820000010;3101820450X;
CHE DES MONGES;Chemin des Monges;LAUNAGUET;31282;312820000077;3102820175N;
RUE MAXIME JOURET;Rue Maxime Jouret;TOULOUSE;31555;315553673620;3105555832A;
CHE DU RADAR;Chemin du Radar;AUSSONNE;31032;310320000100;3100320160J;
RUE DES GRILLONS;Rue des Grillons;BEAUZELLE;31056;310560000047;3100560060W;
RUE LOUIS TASTAVIN;Rue Louis Tastavin;TOULOUSE;31555;315558381302;3105558402U;
IMP VINCENT AURIOL;Impasse Vincent Auriol;ST-ALBAN;31467;314670000015;3104670490B;
RPT JEAN PAUL FONVIEILLE;Rond-point Jean-Paul Fonvieille;TOULOUSE;31555;315559000124;3105554623L;
VA VA000076;Voie Anonyme Numéro 000076;CUGNAUX;31157;31157A000076;;
RUE DES POUTIROUX;Rue des Poutiroux;TOULOUSE;31555;315555539206;3105557060K;
AV DU MARQUISAT;Avenue du Marquisat;TOURNEFEUILLE;31557;315570000279;3105572600D;
RUE DE SEBASTOPOL;Rue de Sébastopol;TOULOUSE;31555;315556553628;3105558204D;
ALL DE GROIX;Allée de Groix;COLOMIERS;31149;311490000214;3101490128R;
IMP MADER;Impasse Mader;CASTELGINEST;31116;311160000112;3101160081H;
RUE DE LA LAITIERE;Rue de la laitière;COLOMIERS;31149;311490000582;3101491425A;
RUE PIERRE LABITRIE;Rue Pierre Labitrie;TOURNEFEUILLE;31557;315570000245;3105573050T;
PL JOHN MUNDY;Place John Mundy;TOULOUSE;31555;315559000056;3105554706B;
RUE PICHOUNELLE;Rue Pichounelle;SAINT-JORY;31490;314900000050;3104900153K;
CHEM PIERRE CARDENAL;Cheminement Pierre Cardenal;TOULOUSE;31555;315558394310;3105556873G;
RUE DES VIOLETTES;Rue des Violettes;TOURNEFEUILLE;31557;315570000459;3105573640J;
RUE JACQUES BREL;Rue Jacques Brel;TOULOUSE;31555;315558415031;3105554395N;
ALL DE FROMENTINE;Allée de Fromentine;COLOMIERS;31149;311490000187;3101490625F;
RUE MIGUEL PASCUAL;Rue Miguel Pascual;TOULOUSE;31555;315558396840;3105555945Y;
RUE DE L ESCARPE;Rue de l'Escarpe;CASTELGINEST;31116;311160000069;3101160370X;
RUE DE ROQUEFEUIL;Rue de Roquefeuil;AUCAMVILLE;31022;310220000142;3100220324F;
IMP GUILLAUME APOLLINAIRE;Impasse Guillaume Apollinaire;CORNEBARRIEU;31150;311500000007;3101500069X;
RUE FRANCOISE GIROUD;Rue Françoise Giroud;TOULOUSE;31555;315559000215;3105553542L;
IMP HENRI BONIS;Impasse Henri Bonis;TOULOUSE;31555;315558412613;3105554126W;
RUE DU SERGENT GINESTY;Rue du Sergent Ginesty;TOULOUSE;31555;315556598447;3105558228E;
RUE DU CLAIRON POUGET;Rue du Clairon Pouget;TOULOUSE;31555;315551801627;3105552082Z;
RUE DARBOUSSIER;Rue Darboussier;TOULOUSE;31555;315558378129;3105552486N;
AV DE TOULOUSE;Avenue de Toulouse;ST-ORENS-DE-GAMEVILLE;31506;315060000198;3105061240X;
RUE DE SAUVETERRE;Rue de Sauveterre;UNION;31561;315610000262;3105610720T;
RUE DE NAUROUZE;Rue de Naurouze;QUINT;31445;314450000079;3104450260X;
AV DE TOULOUSE;Avenue de Toulouse;GRATENTOUR;31230;312300000064;3102300321Y;
RUE DES PASTOURELLES;Rue des Pastourelles;TOURNEFEUILLE;31557;315570000345;3105572900E;
RUE DES SAPINS;Rue des Sapins;TOURNEFEUILLE;31557;315570000399;3105573290D;
RUE DES CHASSELAS;Rue des Chasselas;ST-ORENS-DE-GAMEVILLE;31506;315060000045;3105060572W;
AV DE MONTURON;Avenue de Monturon;COLOMIERS;31149;311490000299;3101490838M;
ALL DES VITARELLES;Allée des Vitarelles;TOULOUSE;31555;315557292841;3105558920G;
RUE LOUIS MENE;Rue Louis Mene;TOULOUSE;31555;315558432732;3105555387S;
AV HENRI MATISSE;Avenue Henri Matisse;COLOMIERS;31149;311490000280;3101490727S;
RUE CHAMPETRE;Rue Champêtre;TOULOUSE;31555;315551622402;3105551864M;
RUE DU MUGUET;Rue du Muguet;CUGNAUX;31157;311570000169;3101570505R;
RUE DU DONJON;Rue du Donjon;TOURNEFEUILLE;31557;315570000155;3105571543E;
RUE D ESPELETTE;Rue d'Espelette;UNION;31561;315610000093;3105610225E;
RUE DE FONTAINEBLEAU;Rue de Fontainebleau;TOULOUSE;31555;315552876845;3105553376F;
VOIE COMMUNALE DE BORDENEUVE;Voie Communale de Bordeneuve;CASTELGINEST;31116;311160000024;310116;
PL DE LA LOIRE;Place de la Loire;TOULOUSE;31555;315554156835;3105555300X;
AV DE BORDENEUVE;Avenue De Bordeneuve;ST-JEAN;31488;314880000018;3104880097H;
RUE BERTRAND CLAUZEL;Rue Bertrand Clauzel;TOULOUSE;31555;315551811258;3105552132D;
RUE GEORGES ARMAND;Rue Georges Armand;TOULOUSE;31555;315558438833;3105553837G;
IMP DORTIS;Impasse Dortis;LAUNAGUET;31282;312820000046;3102820110T;
RUE D OCCITANIE;Rue d'Occitanie;PIBRAC;31417;314170000132;3104170315D;
RUE GEORGES BRASSENS;Rue Georges Brassens;FENOUILLET;31182;311820000017;3101820165M;
RTE D AUSSONNE;Route d'Aussonne;MONDONVILLE;31351;313510000006;3103510002A;
IMP SALINIE;Impasse Salinie;TOULOUSE;31555;315556457644;3105558124S;
RUE BEL SOLELH;Rue Bel Solelh;CORNEBARRIEU;31150;311500000127;3101500033H;
RUE D ORTHEZ;Rue d'Orthez;UNION;31561;315610000194;3105610520A;
RUE MARIE DE SAINT FELIX;Rue Marie de Saint-Félix;BRAX;31088;310880000048;3100880205P;
CHE DU RAMELET MOUNDI;Chemin du Ramelet Moundi;TOURNEFEUILLE;31557;315570000309;3105573200F;
IMP CECIRE;Impasse Cecire;TOURNEFEUILLE;31557;315570000095;3105571148A;
RUE ABEL AUTOFAGE;Rue Abel Autofage;TOULOUSE;31555;315550403208;3105550024M;
RUE FERDINAND LAULANIE;Rue Ferdinand Laulanie;TOULOUSE;31555;315558362560;3105553253X;
RUE DES COMETES;Rue des Comètes;QUINT;31445;314450000028;3104450096U;
RUE DU PIC D ANIE;Rue du Pic d'Anie;UNION;31561;315610000012;3105610575K;
RUE LEON RAYMONDIS;Rue Léon Raymondis;BLAGNAC;31069;310690000355;3100690610M;
BD DES PLATANES;Boulevard des Platanes;TOULOUSE;31555;315555449629;3105556964F;
ALL DE LA CHAMPAGNE;Allée de la Champagne;COLOMIERS;31149;311490000112;3101490331L;
RUE DU GORP;Rue du Gorp;TOULOUSE;31555;315553264005;3105553960R;
ALL FERNAND JOURDANT;Allée Fernand Jourdant;TOULOUSE;31555;315553670447;3105553268N;
RUE HENRI PEDRICO;Rue Henri Pedrico;TOULOUSE;31555;315558453249;3105554169T;
IMP GARIBALDI;Impasse Garibaldi;CUGNAUX;31157;311570000101;310157;
RUE DU PR GASTON DUPOUY;Rue du Professeur Gaston Dupouy;TOULOUSE;31555;315558410654;3105553769H;
CHE DU PRAT LONG;Chemin du Prat Long;TOULOUSE;31555;315555571221;3105557096Z;
RUE DES ALOUETTES;Rue des Alouettes;TOULOUSE;31555;315550108859;3105550212S;
CHE URANUS;Chemin Uranus;LAUNAGUET;31282;312820000114;3102820249U;
RUE DE GRENADE;Rue De Grenade;SAINT-JORY;31490;314900000005;3104900078D;
RUE DES VIGNES;Rue des Vignes;FLOURENS;31184;311840000079;3101840347B;
RUE MAURICE HUREL;Rue Maurice Hurel;TOULOUSE;31555;315558411052;3105555805W;
PL HENRI RAYNIER;Place Henri Raynier;TOULOUSE;31555;315555772830;3105554176A;
IMP DES MOULINS;Impasse des Moulins;CORNEBARRIEU;31150;311500000090;3101500134T;
RUE DE LA CHAUMIERE;Rue de la Chaumière;TOULOUSE;31555;315558446240;3105551989Y;
RUE BUFFON;Rue Buffon;TOULOUSE;31555;315551238405;3105551452P;
RUE DE LA SAINTE FAMILLE;Rue de la Sainte Famille;TOULOUSE;31555;315556192005;3105558028M;
ALL DE BROCELIANDE;Allée de Brocéliande;COLOMIERS;31149;311490000081;3101490317W;
AV FRANCOIS VERDIER;Avenue François Verdier;TOURNEFEUILLE;31557;315570000446;3105571710L;
RUE DAVID D ANGERS;Rue David d'Angers;BALMA;31044;310440000010;3100440305P;
RUE EDGAR DEGAS;Rue Edgar Degas;TOULOUSE;31555;315552192021;3105552872H;
RUE LA KAHINA;Rue La Kahina;TOULOUSE;31555;315559000178;3105554957Z;
IMP HENRI JANSOU;Impasse Henri Jansou;TOULOUSE;31555;315558416551;3105554154B;
SQ GENERAL DE GAULLE;Square  Général Charles de Gaulle;TOULOUSE;31555;315553120029;3105551926E;
VA VA000004;Voie Anonyme Numéro 000004;LAUNAGUET;31282;31282A000004;;
AV DU PARC;Avenue du Parc;TOULOUSE;31555;315555174420;3105556524C;
RUE DES OLIVIERS;Rue des Oliviers;BLAGNAC;31069;310690000292;3100690733W;
RUE LAMARTINE;Rue Lamartine;ST-JEAN;31488;314880000055;3104880370E;
VA VA000121;Voie Anonyme Numéro 000121;UNION;31561;31561A000121;;
RUE DE CANNES;Rue de Cannes;TOULOUSE;31555;315551392012;3105551632K;
IMP DE L ARMORIAL;Impasse de l'Armorial;TOULOUSE;31555;315558404757;3105557621V;
IMP DENIS PAPIN;Impasse Denis Papin;CASTELGINEST;31116;311160000140;3101160335J;
RUE CAMINADE;Rue Caminade;TOULOUSE;31555;315551344020;3105551588M;
ALL DE LONGUETERRE;Allée de Longueterre;MONTRABE;31389;313890000103;3103890209K;
BD SILVIO TRENTIN;Boulevard Silvio Trentin;TOULOUSE;31555;315556940859;3105558356U;
RUE CHRISTINE DE PISAN;Rue Christine de Pisan;TOULOUSE;31555;315558445638;3105552607V;
IMP DES CIGOGNES;Impasse des Cigognes;VILLENEUVE-TOLOSANE;31588;315880000047;3105880250P;
RUE ANTONIN BACOU;Rue Antonin Bacou;ST-ALBAN;31467;314670000018;3104670038K;
RUE SAINT LEON;Rue Saint Léon;TOULOUSE;31555;315556288050;3105557884F;
GRANDE-RUE NAZARETH;Grande-Rue Nazareth;TOULOUSE;31555;315554899211;3105556216T;
IMP CLAIRIERE LAFAGE;Impasse Clairière Lafage;TOULOUSE;31555;315551795220;3105552080X;
IMP J. RENARD;Impasse J. Renard;BLAGNAC;31069;310690000357;3100690557E;
RUE DU STADE;Rue du Stade;BRAX;31088;310880000049;3100880172D;
BD D ARCOLE;Boulevard d'Arcole;TOULOUSE;31555;315550233624;3105550428B;
RUE DES TOURNESOLS;Rue des Tournesols;BLAGNAC;31069;310690000404;3100691062D;
CHE DU PALAYS;Chemin du Palays;TOULOUSE;31555;315555129601;3105556476A;
IMP LAUTREAMONT;Impasse Lautréamont;ST-JEAN;31488;314880000082;3104880385W;
RUE DE SOUMOULOU;Rue de Soumoulou;UNION;31561;315610000270;3105610735J;
RUE CLAUDE PERRAULT;Rue Claude Perrault;TOULOUSE;31555;315555324803;3105552120R;
RUE DES HORTENSIAS;Rue des Hortensias;BEAUZELLE;31056;310560000049;3100560066C;
PAS PIERRE BROSSOLETTE;Passage Pierre Brossolette;BALMA;31044;310440000053;3100440651R;
RUE SAINT PAUL;Rue Saint Paul;TOULOUSE;31555;315556361660;3105557944W;
RUE VILLEMUR;Rue Villemur;TOULOUSE;31555;315557264050;3105558888X;
IMP DE LA PREFECTURE;Impasse de la Préfecture;TOULOUSE;31555;315555574455;3105557100D;
VA VA008642;Voie Anonyme Numéro 008642;TOULOUSE;31555;31555A008642;310555;
VA VA000027;Voie Anonyme Numéro 000027;FENOUILLET;31182;31182A000027;;
RPT DU SGT MICHEL VIDAL;Rond-point du Sergent Michel Vidal;TOULOUSE;31555;315558445026;3105558231H;
PL DE LA CONCORDE;Place de la Concorde;TOULOUSE;31555;315558438323;3105552259S;
PL CLAUDE MONET;Place Claude Monet;BALMA;31044;310440000173;3100440270B;
 LES BERGES DU CANAL;Les Berges Du Canal;SAINT-JORY;31490;314900000011;310490;
RUE FLORIAN;Rue Jean-Pierre Claris de Florian;TOULOUSE;31555;315552844830;3105553348A;
ALL GABRIELLE DE COIGNARD;Allée Gabrielle de Coignard;TOULOUSE;31555;315558425825;3105553650D;
RUE DES PYRENEES;Rue des Pyrénées;PIBRAC;31417;314170000151;3104170355X;
RUE DE VENDINE;Rue de Vendine;TOULOUSE;31555;315557164842;3105558768S;
RUE PHILADELPHE DE GERDE;Rue Philadelphe de Gerde;TOULOUSE;31555;315558407012;3105556838U;
PAS DES SAULES;Passage Des Saules;ST-JEAN;31488;314880000124;3104880680S;
ALL DU ROUERGUE;Allée du Rouergue;COLOMIERS;31149;311490000402;3101491092N;
RUE DES CEDRES;Rue des Cèdres;VILLENEUVE-TOLOSANE;31588;315880000038;3105880180N;
ALL DE L AUBRAC;Allée de l'Aubrac;CASTELGINEST;31116;311160000010;3101160080G;
RUE DE TOURNELLE;Rue de Tournelle;GAGNAC-SUR-GARONNE;31205;312050000051;3102050190P;
CHE DE ROBERT;Chemin De Robert;SAINT-JORY;31490;314900000089;310490B104N;
COTE DE CORNAUDRIC;Côte de Cornaudic;UNION;31561;315610000083;3105610200C;
RUE DE L ESQUILE;Rue de l'Esquile;TOULOUSE;31555;315552636824;3105553080J;
RUE PIERRE BROSSOLETTE;Rue Pierre Brossolette;TOURNEFEUILLE;31557;315570000073;3105573030W;
CHE DE COUDOURNAC;Chemin De Coudournac;SAINT-JORY;31490;314900000060;3104900028Z;
RUE DE LA BRIQUETERIE;Rue De La Briqueterie;BRUGUIERES;31091;310910000116;3100910035S;
AV DU TERROIR;Avenue du Terroir;BRUGUIERES;31091;310910000138;3100910214L;
CHE PROCYOM;Chemin Procyom;LAUNAGUET;31282;312820000094;3102820222P;
RUE MARCEL CERDAN;Rue Marcel Cerdan;TOULOUSE;31555;315558423254;3105555598W;
RUE DE MENTON;Rue de Menton;TOULOUSE;31555;315554566440;3105555880C;
VA VA007427;Voie Anonyme Numéro 007427;TOULOUSE;31555;31555A007427;310555;
RUE SARRAZINIERE;Rue Sarrazinière;BLAGNAC;31069;310690000431;3100690990A;
RTE DE BRAX;Route de Brax;PIBRAC;31417;314170000201;P31041;
RUE DES COMORES;Rue des Comores;ST-ORENS-DE-GAMEVILLE;31506;315060000052;3105060585K;
RUE D ARMAGNAC;Rue d'Armagnac;QUINT;31445;314450000006;3104450030X;
IMP DE L ALBAREDE;Impasse de l'Albarède;ST-ALBAN;31467;314670000007;3104670019P;
RUE MAURICE GENEVOIX;Rue Maurice Genevoix;BALMA;31044;310440000333;P310044;
RUE PIERRE CORNEILLE;Rue Pierre Corneille;CORNEBARRIEU;31150;311500000046;310150;
RUE DEBUSSY;Rue Debussy;ST-ALBAN;31467;314670000054;3104670061K;
PL DAUDET;Place Daudet;AUCAMVILLE;31022;310220000056;3100220008M;
VA VA000136;Voie Anonyme Numéro 000136;TOURNEFEUILLE;31557;31557A000136;;
RUE DELPHINE SEYRIG;Rue Delphine Seyrig;TOULOUSE;31555;315559000207;3105552573H;
RUE DE VINCENNES;Rue de Vincennes;TOURNEFEUILLE;31557;315570000458;3105573608Z;
RUE PAUL EMILE VICTOR;Rue Paul Émile Victor;VILLENEUVE-TOLOSANE;31588;315880000186;3105880886F;
RUE DE LA COCAGNE;Rue de la Cocagne;TOULOUSE;31555;315551835254;3105552158G;
IMP DES BLES D OR;Impasse des Blés d'Or;ST-ALBAN;31467;314670000097;3104670081G;
RUE DES PEUPLIERS;Rue des Peupliers;CASTELGINEST;31116;311160000144;3101160820L;
VA VA000049;Voie Anonyme Numéro 000049;FENOUILLET;31182;31182A000049;;
RUE CLAUDE VERNET;Rue Claude Vernet;TOULOUSE;31555;315557203254;3105552124V;
 A62;Autoroute A62;BRUGUIERES;31091;310910000078;310091;
IMP DU BEARN;Impasse du Béarn;CASTELGINEST;31116;311160000017;3101160114U;
IMP DE BORDEBASSE;Impasse de Bordebasse;UNION;31561;315610000054;3105610094M;
IMP DES BUCHETTES;Impasse des Buchettes;BLAGNAC;31069;310690000079;3100690151N;
RUE LAMARTINE;Rue Lamartine;MONTRABE;31389;313890000079;3103890208J;
PL PIERRE BENECH;Place Pierre Benech;TOULOUSE;31555;315550768055;3105556856N;
RUE LEON DUTIL;Rue Léon Dutil;TOULOUSE;31555;315558340421;3105555154N;
RUE SAINTE NATHALIE;Rue Sainte Nathalie;TOULOUSE;31555;315559000031;3105558059W;
RUE TAPAROT;Rue Taparot;ST-ORENS-DE-GAMEVILLE;31506;315060000193;3105061225F;
RUE PROSPER MERIMEE;Rue Prosper Mérimée;VILLENEUVE-TOLOSANE;31588;315880000111;3105880706K;
AV LUCIEN SERVANTY;Avenue Lucien Servanty;BLAGNAC;31069;310690000384;3100690647C;
AV GASTON DOUMERGUE;Avenue Gaston Doumergue;BALMA;31044;310440000093;3100440374P;
CHE DU BRANA D EN BAS;Chemin du Brana d'En Bas;AUSSONNE;31032;310320000010;3100320028R;
RUE DU MONT BLANC;Rue Du Mont-blanc;ST-JEAN;31488;314880000020;3104880449R;
RUE LOUIS EYDOUX;Rue Louis Eydoux;TOULOUSE;31555;315552681643;3105555376E;
IMP DE LA NEGRETTE;Impasse de la Negrette;ST-ORENS-DE-GAMEVILLE;31506;315060000231;3105060899B;
AV DU BOIS DE LA BARTHE;Avenue du Bois de la Barthe;PIBRAC;31417;314170000018;3104170035Z;
RUE VICTOR ALLEGRE;Rue Victor Allègre;TOULOUSE;31555;315558365427;3105558811N;
RUE LOUIS BONIN;Rue Louis Bonin;TOULOUSE;31555;315558446954;3105555359L;
RUE DE L ARAMON;Rue de l'Aramon;BRAX;31088;310880000003;3100880018L;
RUE ROBERT MORANE;Rue Robert Morane;BALMA;31044;310440000178;3100440762L;
RUE FERNAND GRENIER;Rue Fernand Grenier;CUGNAUX;31157;311570000269;3101570301U;
RUE JULES LEOTARD;Rue Jules Léotard;TOULOUSE;31555;315554041640;3105555184W;
VA VA000025;Voie Anonyme Numéro 000025;BEAUZELLE;31056;31056A000025;;
RUE DU MUGUET;Rue du Muguet;UNION;31561;315610000174;3105610475B;
RPT DUCIS;Rond-point Ducis;TOULOUSE;31555;315552419238;3105552784M;
RTE DE LA SAUNE;Route de la Saune;QUINT;31445;314450000111;3104450381D;
IMP DES ARGONAUTES;Impasse des Argonautes;ST-ORENS-DE-GAMEVILLE;31506;315060000012;3105060375G;
RUE DU PIC DU MIDI;Rue Du Pic Du Midi;GRATENTOUR;31230;312300000002;3102300240K;
IMP DU RESEAU MORHANGE;Impasse du Réseau Morhange;CUGNAUX;31157;311570000165;3101570391S;
ALL JEAN JAURES;Allées Jean Jaurès;TOULOUSE;31555;315553609651;3105554600L;
RUE ROBERT ARON;Rue Robert Aron;TOULOUSE;31555;315558431620;3105557525R;
IMP DES COTEAUX;Impasse des Coteaux;CORNEBARRIEU;31150;311500000047;3101500036L;
RUE HERMES;Rue Hermès;QUINT;31445;314450000145;3104450164T;
CHE DE BAZARDENS;Chemin de Bazardens;CUGNAUX;31157;311570000023;3101570020N;
